"Step","Trifinger__sac__7__2024-05-15 21:39:17 - reward","Trifinger__sac__7__2024-05-15 21:39:17 - reward__MIN","Trifinger__sac__7__2024-05-15 21:39:17 - reward__MAX","trifinger__td3__7__2024-05-13 20:17:15 - reward","trifinger__td3__7__2024-05-13 20:17:15 - reward__MIN","trifinger__td3__7__2024-05-13 20:17:15 - reward__MAX","trifinger__ddpg__7__2024-05-13 20:13:12 - reward","trifinger__ddpg__7__2024-05-13 20:13:12 - reward__MIN","trifinger__ddpg__7__2024-05-13 20:13:12 - reward__MAX","Ant__ppo_tt__7__1713082913 - reward","Ant__ppo_tt__7__1713082913 - reward__MIN","Ant__ppo_tt__7__1713082913 - reward__MAX"
"11","3.408618211746216","3.408618211746216","3.408618211746216","0.5671027302742004","0.5671027302742004","0.5671027302742004","0.49235931038856506","0.49235931038856506","0.49235931038856506","2.683743476867676","2.683743476867676","2.683743476867676"
"12","3.9813573360443115","3.9813573360443115","3.9813573360443115","0.033400408923625946","0.033400408923625946","0.033400408923625946","0.03569915145635605","0.03569915145635605","0.03569915145635605","3.1725387573242188","3.1725387573242188","3.1725387573242188"
"13","4.457616806030273","4.457616806030273","4.457616806030273","0.0914459079504013","0.0914459079504013","0.0914459079504013","0.16943711042404175","0.16943711042404175","0.16943711042404175","3.0009984970092773","3.0009984970092773","3.0009984970092773"
"14","5.049229621887207","5.049229621887207","5.049229621887207","0.09097535163164139","0.09097535163164139","0.09097535163164139","0.16988201439380646","0.16988201439380646","0.16988201439380646","3.8201494216918945","3.8201494216918945","3.8201494216918945"
"15","5.373561859130859","5.373561859130859","5.373561859130859","0.03496171534061432","0.03496171534061432","0.03496171534061432","0.017987128347158432","0.017987128347158432","0.017987128347158432","3.184748411178589","3.184748411178589","3.184748411178589"
"16","4.934598922729492","4.934598922729492","4.934598922729492","0.03543221205472946","0.03543221205472946","0.03543221205472946","0.018171677365899086","0.018171677365899086","0.018171677365899086","3.075261354446411","3.075261354446411","3.075261354446411"
"17","5.811807155609131","5.811807155609131","5.811807155609131","0.09244436770677567","0.09244436770677567","0.09244436770677567","0.1707787662744522","0.1707787662744522","0.1707787662744522","3.771463632583618","3.771463632583618","3.771463632583618"
"18","5.544492721557617","5.544492721557617","5.544492721557617","0.531406581401825","0.531406581401825","0.531406581401825","0.4763384461402893","0.4763384461402893","0.4763384461402893","2.7817506790161133","2.7817506790161133","2.7817506790161133"
"19","6.459561347961426","6.459561347961426","6.459561347961426","0.035899557173252106","0.035899557173252106","0.035899557173252106","0.01896488480269909","0.01896488480269909","0.01896488480269909","3.4657185077667236","3.4657185077667236","3.4657185077667236"
"20","5.658458709716797","5.658458709716797","5.658458709716797","0.016644075512886047","0.016644075512886047","0.016644075512886047","0.019004829227924347","0.019004829227924347","0.019004829227924347","3.526806354522705","3.526806354522705","3.526806354522705"
"21","5.543417930603027","5.543417930603027","5.543417930603027","0.18841558694839478","0.18841558694839478","0.18841558694839478","0.11414975672960281","0.11414975672960281","0.11414975672960281","4.173538684844971","4.173538684844971","4.173538684844971"
"22","5.12319803237915","5.12319803237915","5.12319803237915","0.4550284445285797","0.4550284445285797","0.4550284445285797","0.3239487111568451","0.3239487111568451","0.3239487111568451","3.098612070083618","3.098612070083618","3.098612070083618"
"23","4.5886945724487305","4.5886945724487305","4.5886945724487305","0.015922855585813522","0.015922855585813522","0.015922855585813522","0.01874241605401039","0.01874241605401039","0.01874241605401039","4.112740516662598","4.112740516662598","4.112740516662598"
"24","4.835684299468994","4.835684299468994","4.835684299468994","0.015504781156778336","0.015504781156778336","0.015504781156778336","0.01851028949022293","0.01851028949022293","0.01851028949022293","3.501958131790161","3.501958131790161","3.501958131790161"
"25","4.740259170532227","4.740259170532227","4.740259170532227","0.8356475830078125","0.8356475830078125","0.8356475830078125","0.9719259738922119","0.9719259738922119","0.9719259738922119","3.844012975692749","3.844012975692749","3.844012975692749"
"26","4.569341659545898","4.569341659545898","4.569341659545898","0.18604367971420288","0.18604367971420288","0.18604367971420288","0.20886972546577454","0.20886972546577454","0.20886972546577454","3.367328643798828","3.367328643798828","3.367328643798828"
"27","5.294700622558594","5.294700622558594","5.294700622558594","1.0827511548995972","1.0827511548995972","1.0827511548995972","0.723494291305542","0.723494291305542","0.723494291305542","4.77203893661499","4.77203893661499","4.77203893661499"
"28","3.5394155979156494","3.5394155979156494","3.5394155979156494","0.014559390023350716","0.014559390023350716","0.014559390023350716","0.018058691173791885","0.018058691173791885","0.018058691173791885","3.819216251373291","3.819216251373291","3.819216251373291"
"29","3.9786524772644043","3.9786524772644043","3.9786524772644043","0.18652412295341492","0.18652412295341492","0.18652412295341492","0.20855121314525604","0.20855121314525604","0.20855121314525604","4.4909467697143555","4.4909467697143555","4.4909467697143555"
"30","3.9026453495025635","3.9026453495025635","3.9026453495025635","0.014555656351149082","0.014555656351149082","0.014555656351149082","0.01798088662326336","0.01798088662326336","0.01798088662326336","4.124645233154297","4.124645233154297","4.124645233154297"
"31","3.9028286933898926","3.9028286933898926","3.9028286933898926","0.014895225875079632","0.014895225875079632","0.014895225875079632","0.017959386110305786","0.017959386110305786","0.017959386110305786","4.686395168304443","4.686395168304443","4.686395168304443"
"32","3.8457236289978027","3.8457236289978027","3.8457236289978027","0.18735794723033905","0.18735794723033905","0.18735794723033905","0.20846755802631378","0.20846755802631378","0.20846755802631378","4.063962459564209","4.063962459564209","4.063962459564209"
"33","4.437518119812012","4.437518119812012","4.437518119812012","0.1873876005411148","0.1873876005411148","0.1873876005411148","0.22736570239067078","0.22736570239067078","0.22736570239067078","4.528341293334961","4.528341293334961","4.528341293334961"
"34","4.5528035163879395","4.5528035163879395","4.5528035163879395","0.03379608690738678","0.03379608690738678","0.03379608690738678","0.03652188181877136","0.03652188181877136","0.03652188181877136","4.967504024505615","4.967504024505615","4.967504024505615"
"35","4.151961326599121","4.151961326599121","4.151961326599121","0.07221217453479767","0.07221217453479767","0.07221217453479767","0.03616756200790405","0.03616756200790405","0.03616756200790405","4.258244037628174","4.258244037628174","4.258244037628174"
"36","4.456767559051514","4.456767559051514","4.456767559051514","0.4538465142250061","0.4538465142250061","0.4538465142250061","0.34092628955841064","0.34092628955841064","0.34092628955841064","5.224084377288818","5.224084377288818","5.224084377288818"
"37","4.0179219245910645","4.0179219245910645","4.0179219245910645","0.41584882140159607","0.41584882140159607","0.41584882140159607","0.34083297848701477","0.34083297848701477","0.34083297848701477","4.478775978088379","4.478775978088379","4.478775978088379"
"38","4.609025955200195","4.609025955200195","4.609025955200195","0.4726640582084656","0.4726640582084656","0.4726640582084656","0.3594934046268463","0.3594934046268463","0.3594934046268463","5.040619850158691","5.040619850158691","5.040619850158691"
"39","3.979931116104126","3.979931116104126","3.979931116104126","0.015628401190042496","0.015628401190042496","0.015628401190042496","0.016109304502606392","0.016109304502606392","0.016109304502606392","4.710352897644043","4.710352897644043","4.710352897644043"
"40","4.132449626922607","4.132449626922607","4.132449626922607","0.5872465372085571","0.5872465372085571","0.5872465372085571","0.6831362843513489","0.6831362843513489","0.6831362843513489","5.077353000640869","5.077353000640869","5.077353000640869"
"41","3.9998738765716553","3.9998738765716553","3.9998738765716553","0.20471227169036865","0.20471227169036865","0.20471227169036865","0.22532783448696136","0.22532783448696136","0.22532783448696136","4.80890417098999","4.80890417098999","4.80890417098999"
"42","3.999640464782715","3.999640464782715","3.999640464782715","0.49171993136405945","0.49171993136405945","0.49171993136405945","0.339616596698761","0.339616596698761","0.339616596698761","5.272642135620117","5.272642135620117","5.272642135620117"
"43","3.084388256072998","3.084388256072998","3.084388256072998","0.03466862812638283","0.03466862812638283","0.03466862812638283","0.015486404299736023","0.015486404299736023","0.015486404299736023","5.455935001373291","5.455935001373291","5.455935001373291"
"44","3.523622512817383","3.523622512817383","3.523622512817383","0.052735693752765656","0.052735693752765656","0.052735693752765656","0.034662820398807526","0.034662820398807526","0.034662820398807526","5.198995113372803","5.198995113372803","5.198995113372803"
"45","3.1239326000213623","3.1239326000213623","3.1239326000213623","0.034151140600442886","0.034151140600442886","0.034151140600442886","0.015721328556537628","0.015721328556537628","0.015721328556537628","5.675647258758545","5.675647258758545","5.675647258758545"
"46","3.601943254470825","3.601943254470825","3.601943254470825","0.8356748223304749","0.8356748223304749","0.8356748223304749","0.9503105878829956","0.9503105878829956","0.9503105878829956","6.030253887176514","6.030253887176514","6.030253887176514"
"47","3.125663995742798","3.125663995742798","3.125663995742798","0.11069277673959732","0.11069277673959732","0.11069277673959732","0.034966904670000076","0.034966904670000076","0.034966904670000076","5.908068656921387","5.908068656921387","5.908068656921387"
"48","3.3367650508880615","3.3367650508880615","3.3367650508880615","0.07196351140737534","0.07196351140737534","0.07196351140737534","0.03513383865356445","0.03513383865356445","0.03513383865356445","5.956246852874756","5.956246852874756","5.956246852874756"
"49","2.955688953399658","2.955688953399658","2.955688953399658","0.22487792372703552","0.22487792372703552","0.22487792372703552","0.28309324383735657","0.28309324383735657","0.28309324383735657","6.188762187957764","6.188762187957764","6.188762187957764"
"50","3.129145622253418","3.129145622253418","3.129145622253418","0.05254346877336502","0.05254346877336502","0.05254346877336502","0.016453128308057785","0.016453128308057785","0.016453128308057785","6.103356838226318","6.103356838226318","6.103356838226318"
"51","3.320222854614258","3.320222854614258","3.320222854614258","0.03343496471643448","0.03343496471643448","0.03343496471643448","0.016413068398833275","0.016413068398833275","0.016413068398833275","6.775360584259033","6.775360584259033","6.775360584259033"
"52","2.997546911239624","2.997546911239624","2.997546911239624","0.22494684159755707","0.22494684159755707","0.22494684159755707","0.2834148108959198","0.2834148108959198","0.2834148108959198","6.750798225402832","6.750798225402832","6.750798225402832"
"53","2.4260740280151367","2.4260740280151367","2.4260740280151367","0.014795748516917229","0.014795748516917229","0.014795748516917229","0.016607102006673813","0.016607102006673813","0.016607102006673813","7.05576229095459","7.05576229095459","7.05576229095459"
"54","2.827909231185913","2.827909231185913","2.827909231185913","0.015257109887897968","0.015257109887897968","0.015257109887897968","0.01672181859612465","0.01672181859612465","0.01672181859612465","7.471213340759277","7.471213340759277","7.471213340759277"
"55","2.6563141345977783","2.6563141345977783","2.6563141345977783","0.2050904780626297","0.2050904780626297","0.2050904780626297","0.2835804224014282","0.2835804224014282","0.2835804224014282","7.226924419403076","7.226924419403076","7.226924419403076"
"56","3.935192584991455","3.935192584991455","3.935192584991455","0.4539327919483185","0.4539327919483185","0.4539327919483185","0.35989153385162354","0.35989153385162354","0.35989153385162354","7.703813076019287","7.703813076019287","7.703813076019287"
"57","4.604416847229004","4.604416847229004","4.604416847229004","0.45277538895606995","0.45277538895606995","0.45277538895606995","0.4354499280452728","0.4354499280452728","0.4354499280452728","8.302645683288574","8.302645683288574","8.302645683288574"
"58","3.9179511070251465","3.9179511070251465","3.9179511070251465","0.014259090647101402","0.014259090647101402","0.014259090647101402","0.03535975515842438","0.03535975515842438","0.03535975515842438","8.924665451049805","8.924665451049805","8.924665451049805"
"59","2.869292736053467","2.869292736053467","2.869292736053467","0.01480642706155777","0.01480642706155777","0.01480642706155777","0.035169634968042374","0.035169634968042374","0.035169634968042374","9.425466537475586","9.425466537475586","9.425466537475586"
"60","2.965108633041382","2.965108633041382","2.965108633041382","0.01406221091747284","0.01406221091747284","0.01406221091747284","0.01596842147409916","0.01596842147409916","0.01596842147409916","9.291646957397461","9.291646957397461","9.291646957397461"
"61","3.9195659160614014","3.9195659160614014","3.9195659160614014","0.7015262246131897","0.7015262246131897","0.7015262246131897","0.8357769846916199","0.8357769846916199","0.8357769846916199","8.9617280960083","8.9617280960083","8.9617280960083"
"62","3.4822144508361816","3.4822144508361816","3.4822144508361816","0.013812299817800522","0.013812299817800522","0.013812299817800522","0.015505804680287838","0.015505804680287838","0.015505804680287838","9.279544830322266","9.279544830322266","9.279544830322266"
"63","2.509873867034912","2.509873867034912","2.509873867034912","0.18582892417907715","0.18582892417907715","0.18582892417907715","0.2442542463541031","0.2442542463541031","0.2442542463541031","10.024587631225586","10.024587631225586","10.024587631225586"
"64","3.8278791904449463","3.8278791904449463","3.8278791904449463","0.4145776033401489","0.4145776033401489","0.4145776033401489","0.41605639457702637","0.41605639457702637","0.41605639457702637","10.463642120361328","10.463642120361328","10.463642120361328"
"65","2.9705097675323486","2.9705097675323486","2.9705097675323486","0.2238815575838089","0.2238815575838089","0.2238815575838089","0.24440596997737885","0.24440596997737885","0.24440596997737885","10.610580444335938","10.610580444335938","10.610580444335938"
"66","2.914074182510376","2.914074182510376","2.914074182510376","0.051948681473731995","0.051948681473731995","0.051948681473731995","0.016008805483579636","0.016008805483579636","0.016008805483579636","11.282333374023438","11.282333374023438","11.282333374023438"
"67","2.666687488555908","2.666687488555908","2.666687488555908","0.16683784127235413","0.16683784127235413","0.16683784127235413","0.2449919432401657","0.2449919432401657","0.2449919432401657","11.404471397399902","11.404471397399902","11.404471397399902"
"68","3.029970407485962","3.029970407485962","3.029970407485962","0.2046295702457428","0.2046295702457428","0.2046295702457428","0.2451637089252472","0.2451637089252472","0.2451637089252472","11.612519264221191","11.612519264221191","11.612519264221191"
"69","2.877645492553711","2.877645492553711","2.877645492553711","0.7009128332138062","0.7009128332138062","0.7009128332138062","0.6458703875541687","0.6458703875541687","0.6458703875541687","12.736236572265625","12.736236572265625","12.736236572265625"
"70","2.6307623386383057","2.6307623386383057","2.6307623386383057","0.4914802014827728","0.4914802014827728","0.4914802014827728","0.22675780951976776","0.22675780951976776","0.22675780951976776","12.931842803955078","12.931842803955078","12.931842803955078"
"71","3.546710968017578","3.546710968017578","3.546710968017578","0.6822422742843628","0.6822422742843628","0.6822422742843628","0.43645235896110535","0.43645235896110535","0.43645235896110535","13.32240104675293","13.32240104675293","13.32240104675293"
"72","4.386685371398926","4.386685371398926","4.386685371398926","0.37710416316986084","0.37710416316986084","0.37710416316986084","0.4749607741832733","0.4749607741832733","0.4749607741832733","13.56713581085205","13.56713581085205","13.56713581085205"
"73","3.6806869506835938","3.6806869506835938","3.6806869506835938","0.10994916409254074","0.10994916409254074","0.10994916409254074","0.05503132939338684","0.05503132939338684","0.05503132939338684","14.031769752502441","14.031769752502441","14.031769752502441"
"74","2.9933080673217773","2.9933080673217773","2.9933080673217773","0.16706667840480804","0.16706667840480804","0.16706667840480804","0.05468673259019852","0.05468673259019852","0.05468673259019852","14.592745780944824","14.592745780944824","14.592745780944824"
"75","3.0121893882751465","3.0121893882751465","3.0121893882751465","0.3011849820613861","0.3011849820613861","0.3011849820613861","0.1882004737854004","0.1882004737854004","0.1882004737854004","14.06803035736084","14.06803035736084","14.06803035736084"
"76","3.1263132095336914","3.1263132095336914","3.1263132095336914","0.014323861338198185","0.014323861338198185","0.014323861338198185","0.01634868048131466","0.01634868048131466","0.01634868048131466","14.910847663879395","14.910847663879395","14.910847663879395"
"77","4.022798538208008","4.022798538208008","4.022798538208008","0.05334435775876045","0.05334435775876045","0.05334435775876045","0.016229502856731415","0.016229502856731415","0.016229502856731415","14.763956069946289","14.763956069946289","14.763956069946289"
"78","4.709723472595215","4.709723472595215","4.709723472595215","0.7581545114517212","0.7581545114517212","0.7581545114517212","0.9696646928787231","0.9696646928787231","0.9696646928787231","14.642183303833008","14.642183303833008","14.642183303833008"
"79","4.785854816436768","4.785854816436768","4.785854816436768","0.3573240637779236","0.3573240637779236","0.3573240637779236","0.22559767961502075","0.22559767961502075","0.22559767961502075","15.619032859802246","15.619032859802246","15.619032859802246"
"80","4.194765090942383","4.194765090942383","4.194765090942383","0.39506715536117554","0.39506715536117554","0.39506715536117554","0.26392030715942383","0.26392030715942383","0.26392030715942383","16.5228271484375","16.5228271484375","16.5228271484375"
"81","3.469970226287842","3.469970226287842","3.469970226287842","0.013865380547940731","0.013865380547940731","0.013865380547940731","0.01623605377972126","0.01623605377972126","0.01623605377972126","16.608320236206055","16.608320236206055","16.608320236206055"
"82","2.993016242980957","2.993016242980957","2.993016242980957","0.032750554382801056","0.032750554382801056","0.032750554382801056","0.05440446361899376","0.05440446361899376","0.05440446361899376","18.244781494140625","18.244781494140625","18.244781494140625"
"83","3.22194242477417","3.22194242477417","3.22194242477417","0.03262355551123619","0.03262355551123619","0.03262355551123619","0.01647193357348442","0.01647193357348442","0.01647193357348442","17.62209129333496","17.62209129333496","17.62209129333496"
"84","2.4970052242279053","2.4970052242279053","2.4970052242279053","0.032423797994852066","0.032423797994852066","0.032423797994852066","0.03555242717266083","0.03555242717266083","0.03555242717266083","17.81824493408203","17.81824493408203","17.81824493408203"
"85","2.038567304611206","2.038567304611206","2.038567304611206","0.14609912037849426","0.14609912037849426","0.14609912037849426","0.14972199499607086","0.14972199499607086","0.14972199499607086","18.01406478881836","18.01406478881836","18.01406478881836"
"86","3.908224582672119","3.908224582672119","3.908224582672119","0.4145081341266632","0.4145081341266632","0.4145081341266632","0.2837470471858978","0.2837470471858978","0.2837470471858978","18.538808822631836","18.538808822631836","18.538808822631836"
"87","4.099299430847168","4.099299430847168","4.099299430847168","0.39477136731147766","0.39477136731147766","0.39477136731147766","0.5131551027297974","0.5131551027297974","0.5131551027297974","19.61338996887207","19.61338996887207","19.61338996887207"
"88","2.32503604888916","2.32503604888916","2.32503604888916","0.013555825687944889","0.013555825687944889","0.013555825687944889","0.03635426610708237","0.03635426610708237","0.03635426610708237","20.7369327545166","20.7369327545166","20.7369327545166"
"89","2.4964451789855957","2.4964451789855957","2.4964451789855957","0.1843865066766739","0.1843865066766739","0.1843865066766739","0.13177545368671417","0.13177545368671417","0.13177545368671417","21.71405792236328","21.71405792236328","21.71405792236328"
"90","2.7444090843200684","2.7444090843200684","2.7444090843200684","0.20376631617546082","0.20376631617546082","0.20376631617546082","0.1127920001745224","0.1127920001745224","0.1127920001745224","20.981781005859375","20.981781005859375","20.981781005859375"
"91","2.381585121154785","2.381585121154785","2.381585121154785","0.18502449989318848","0.18502449989318848","0.18502449989318848","0.09355054050683975","0.09355054050683975","0.09355054050683975","21.299251556396484","21.299251556396484","21.299251556396484"
"92","2.9542858600616455","2.9542858600616455","2.9542858600616455","0.3767448961734772","0.3767448961734772","0.3767448961734772","0.6085855960845947","0.6085855960845947","0.6085855960845947","23.5340576171875","23.5340576171875","23.5340576171875"
"93","2.9167261123657227","2.9167261123657227","2.9167261123657227","0.43344247341156006","0.43344247341156006","0.43344247341156006","0.4942411184310913","0.4942411184310913","0.4942411184310913","23.913490295410156","23.913490295410156","23.913490295410156"
"94","3.2989182472229004","3.2989182472229004","3.2989182472229004","0.013875842094421387","0.013875842094421387","0.013875842094421387","0.05603264644742012","0.05603264644742012","0.05603264644742012","23.107196807861328","23.107196807861328","23.107196807861328"
"95","3.299921989440918","3.299921989440918","3.299921989440918","0.05251901596784592","0.05251901596784592","0.05251901596784592","0.18958324193954468","0.18958324193954468","0.18958324193954468","26.123380661010742","26.123380661010742","26.123380661010742"
"96","2.7851691246032715","2.7851691246032715","2.7851691246032715","0.35728633403778076","0.35728633403778076","0.35728633403778076","0.11261435598134995","0.11261435598134995","0.11261435598134995","25.549659729003906","25.549659729003906","25.549659729003906"
"97","2.8053054809570312","2.8053054809570312","2.8053054809570312","0.03434139862656593","0.03434139862656593","0.03434139862656593","0.03721203655004501","0.03721203655004501","0.03721203655004501","26.686147689819336","26.686147689819336","26.686147689819336"
"98","2.3667521476745605","2.3667521476745605","2.3667521476745605","0.07301309704780579","0.07301309704780579","0.07301309704780579","0.018142063170671463","0.018142063170671463","0.018142063170671463","28.04174041748047","28.04174041748047","28.04174041748047"
"99","1.9277458190917969","1.9277458190917969","1.9277458190917969","0.015514192171394825","0.015514192171394825","0.015514192171394825","0.09412270039319992","0.09412270039319992","0.09412270039319992","28.06764030456543","28.06764030456543","28.06764030456543"
"100","2.176095485687256","2.176095485687256","2.176095485687256","0.03484630584716797","0.03484630584716797","0.03484630584716797","0.01818610355257988","0.01818610355257988","0.01818610355257988","30.52156639099121","30.52156639099121","30.52156639099121"
"101","3.3779942989349365","3.3779942989349365","3.3779942989349365","0.47424423694610596","0.47424423694610596","0.47424423694610596","0.34274494647979736","0.34274494647979736","0.34274494647979736","31.474266052246094","31.474266052246094","31.474266052246094"
"102","3.2440457344055176","3.2440457344055176","3.2440457344055176","0.33963721990585327","0.33963721990585327","0.33963721990585327","0.0751623883843422","0.0751623883843422","0.0751623883843422","33.037757873535156","33.037757873535156","33.037757873535156"
"103","3.072843074798584","3.072843074798584","3.072843074798584","0.3977316915988922","0.3977316915988922","0.3977316915988922","0.49543946981430054","0.49543946981430054","0.49543946981430054","34.06412887573242","34.06412887573242","34.06412887573242"
"104","2.405000686645508","2.405000686645508","2.405000686645508","0.015654567629098892","0.015654567629098892","0.015654567629098892","0.018306061625480652","0.018306061625480652","0.018306061625480652","36.152305603027344","36.152305603027344","36.152305603027344"
"105","2.2142393589019775","2.2142393589019775","2.2142393589019775","0.05361562967300415","0.05361562967300415","0.05361562967300415","0.01825129985809326","0.01825129985809326","0.01825129985809326","36.74991226196289","36.74991226196289","36.74991226196289"
"106","1.927839994430542","1.927839994430542","1.927839994430542","0.015763409435749054","0.015763409435749054","0.015763409435749054","0.018178189173340797","0.018178189173340797","0.018178189173340797","36.61561965942383","36.61561965942383","36.61561965942383"
"107","1.9662582874298096","1.9662582874298096","1.9662582874298096","0.3594609200954437","0.3594609200954437","0.3594609200954437","0.4951615035533905","0.4951615035533905","0.4951615035533905","37.06839370727539","37.06839370727539","37.06839370727539"
"108","2.6908369064331055","2.6908369064331055","2.6908369064331055","0.3976562023162842","0.3976562023162842","0.3976562023162842","0.38059374690055847","0.38059374690055847","0.38059374690055847","41.03715896606445","41.03715896606445","41.03715896606445"
"109","2.557432174682617","2.557432174682617","2.557432174682617","0.3583776354789734","0.3583776354789734","0.3583776354789734","0.1888909637928009","0.1888909637928009","0.1888909637928009","39.27898406982422","39.27898406982422","39.27898406982422"
"110","1.9851971864700317","1.9851971864700317","1.9851971864700317","0.015365369617938995","0.015365369617938995","0.015365369617938995","0.017940592020750046","0.017940592020750046","0.017940592020750046","40.842628479003906","40.842628479003906","40.842628479003906"
"111","2.5769219398498535","2.5769219398498535","2.5769219398498535","0.39697590470314026","0.39697590470314026","0.39697590470314026","0.38052859902381897","0.38052859902381897","0.38052859902381897","43.638816833496094","43.638816833496094","43.638816833496094"
"112","2.1006555557250977","2.1006555557250977","2.1006555557250977","0.3971593677997589","0.3971593677997589","0.3971593677997589","0.3805413842201233","0.3805413842201233","0.3805413842201233","43.33366012573242","43.33366012573242","43.33366012573242"
"113","2.158008098602295","2.158008098602295","2.158008098602295","0.0351380854845047","0.0351380854845047","0.0351380854845047","0.03704052418470383","0.03704052418470383","0.03704052418470383","44.799442291259766","44.799442291259766","44.799442291259766"
"114","2.4061050415039062","2.4061050415039062","2.4061050415039062","0.397180438041687","0.397180438041687","0.397180438041687","0.3805578351020813","0.3805578351020813","0.3805578351020813","47.71665573120117","47.71665573120117","47.71665573120117"
"115","2.2915430068969727","2.2915430068969727","2.2915430068969727","0.8365590572357178","0.8365590572357178","0.8365590572357178","0.7431474328041077","0.7431474328041077","0.7431474328041077","49.67093276977539","49.67093276977539","49.67093276977539"
"116","3.035189151763916","3.035189151763916","3.035189151763916","0.3407752215862274","0.3407752215862274","0.3407752215862274","0.24687258899211884","0.24687258899211884","0.24687258899211884","51.28371810913086","51.28371810913086","51.28371810913086"
"117","3.493180274963379","3.493180274963379","3.493180274963379","0.683753252029419","0.683753252029419","0.683753252029419","0.43778377771377563","0.43778377771377563","0.43778377771377563","53.35953140258789","53.35953140258789","53.35953140258789"
"118","2.329611301422119","2.329611301422119","2.329611301422119","0.03480729088187218","0.03480729088187218","0.03480729088187218","0.01775553449988365","0.01775553449988365","0.01775553449988365","56.40034866333008","56.40034866333008","56.40034866333008"
"119","1.7384902238845825","1.7384902238845825","1.7384902238845825","0.05382119119167328","0.05382119119167328","0.05382119119167328","0.017614755779504776","0.017614755779504776","0.017614755779504776","58.4644775390625","58.4644775390625","58.4644775390625"
"120","2.7683916091918945","2.7683916091918945","2.7683916091918945","0.34066715836524963","0.34066715836524963","0.34066715836524963","0.22749832272529602","0.22749832272529602","0.22749832272529602","60.174407958984375","60.174407958984375","60.174407958984375"
"121","2.959052085876465","2.959052085876465","2.959052085876465","0.3396522104740143","0.3396522104740143","0.3396522104740143","0.2273305058479309","0.2273305058479309","0.2273305058479309","62.983333587646484","62.983333587646484","62.983333587646484"
"122","2.195509433746338","2.195509433746338","2.195509433746338","0.35830312967300415","0.35830312967300415","0.35830312967300415","0.16912922263145447","0.16912922263145447","0.16912922263145447","64.86299896240234","64.86299896240234","64.86299896240234"
"123","2.7481722831726074","2.7481722831726074","2.7481722831726074","0.03449419140815735","0.03449419140815735","0.03449419140815735","0.017283596098423004","0.017283596098423004","0.017283596098423004","67.53840637207031","67.53840637207031","67.53840637207031"
