Wall time,Step,Value
1669428530.337688,0,0.6487380266189575
1669428563.191569,1,0.8194069862365723
1669428593.247115,2,0.8613085150718689
1669428621.560623,3,0.8869149684906006
1669428650.404388,4,0.9077023863792419
1669428679.803098,5,0.9228130578994751
1669428711.806732,6,0.9362492561340332
1669428740.714602,7,0.9436412453651428
1669428770.050996,8,0.9496038556098938
1669428798.316815,9,0.954790472984314
1669428829.072397,10,0.9577309489250183
1669428858.481367,11,0.9625500440597534
1669428886.737451,12,0.961529016494751
1669428916.400789,13,0.9651229381561279
1669428946.837717,14,0.965490460395813
1669428976.503315,15,0.9636526703834534
1669429007.166725,16,0.9653271436691284
1669429037.645516,17,0.9675732851028442
1669429068.051794,18,0.9682267308235168
1669429097.984006,19,0.9706363081932068
1669429125.944466,20,0.9699828624725342
1669429154.119939,21,0.9692477583885193
1669429183.05271,22,0.9699011445045471
1669429211.978066,23,0.9678592085838318
1669429240.623302,24,0.9700645208358765
1669429268.65157,25,0.9723923802375793
1669429296.617077,26,0.9728416204452515
1669429325.325614,27,0.9718614816665649
1669429354.996235,28,0.9722698926925659
1669429383.837471,29,0.9730049967765808
1669429411.725929,30,0.9730866551399231
1669429440.91881,31,0.9711672067642212
1669429468.458295,32,0.9717797636985779
1669429497.430326,33,0.9729232788085938
1669429526.43606,34,0.9757412672042847
1669429554.142443,35,0.9734542369842529
1669429582.790443,36,0.9757412672042847
1669429611.695344,37,0.9759045839309692
1669429639.575626,38,0.9775789976119995
1669429669.40763,39,0.9783141613006592
1669429697.83586,40,0.9759863018989563
1669429725.840222,41,0.9772523045539856
1669429754.679243,42,0.9765580296516418
1669429782.283784,43,0.9757003784179688
1669429810.128968,44,0.9783141613006592
1669429838.961144,45,0.976190447807312
1669429867.610003,46,0.9767214059829712
1669429895.230575,47,0.9771298170089722
1669429923.936789,48,0.9775381684303284
1669429953.914812,49,0.9779057502746582
1669429981.453356,50,0.9768030643463135
1669430009.504001,51,0.9787634015083313
1669430039.967131,52,0.9797027111053467
1669430068.971537,53,0.9784366488456726
1669430096.909541,54,0.9792534708976746
1669430125.890933,55,0.9808462262153625
1669430156.017339,56,0.9800702333450317
1669430183.882298,57,0.9821122288703918
1669430214.371293,58,0.9808053374290466
1669430242.01547,59,0.9802336096763611
1669430272.018666,60,0.982928991317749
1669430299.834764,61,0.9817038178443909
1669430329.022685,62,0.9837866425514221
1669430358.589336,63,0.9821938872337341
1669430386.270435,64,0.9817855358123779
1669430413.802315,65,0.9825206398963928
1669430442.499065,66,0.9811729192733765
1669430469.994621,67,0.9823164343833923
1669430499.920065,68,0.9813362956047058
1669430527.479766,69,0.9828473329544067
1669430555.331425,70,0.9828881621360779
1669430584.056983,71,0.981377124786377
1669430614.682579,72,0.9818671941757202
1669430642.502394,73,0.9828881621360779
1669430672.524605,74,0.9826022982597351
1669430700.764826,75,0.9835416078567505
1669430729.065475,76,0.9838683605194092
1669430759.110633,77,0.9831331968307495
1669430786.706101,78,0.984521746635437
1669430815.409628,79,0.9830923676490784
1669430844.776682,80,0.9832149147987366
1669430872.362859,81,0.9843584299087524
1669430901.175892,82,0.985338568687439
1669430929.960016,83,0.984154224395752
1669430959.765729,84,0.984930157661438
1669430988.698462,85,0.98333740234375
1669431016.707582,86,0.9832965731620789
1669431044.277294,87,0.9842358827590942
1669431071.969473,88,0.9861553311347961
1669431099.582435,89,0.9835007786750793
1669431128.874078,90,0.9844809174537659
1669431156.891869,91,0.9848484992980957
1669431185.706106,92,0.985338568687439
1669431215.187126,93,0.9853793978691101
1669431242.590919,94,0.9859511852264404
1669431270.190245,95,0.9849709868431091
1669431298.123226,96,0.9854610562324524
1669431325.903887,97,0.9865637421607971
1669431354.469291,98,0.9869721531867981
1669431381.827955,99,0.9846034646034241
